id;date;text;hashtags;user_name;user_location;user_description;user_created;user_followers;user_friends;user_favourites;source
1,35E+18;11/01/2021 13:19;Vaksin Sinovac Tiba di Yogya, Vaksinasi direncanakan pada Tanggal 14 Januari #vaksin #covid19 #indonesiasehat https://t.co/hxSFREY0AC;['vaksin', 'covid19', 'indonesiasehat'];Borneo Idaman;;repost;25/11/2020 8:09;0;7;4;Twitter for Android
1,35E+18;11/01/2021 13:24;Rumah Sakit Pendidikan (RSP) Unila merawat 9 pasien covid-19 tanpa gejala.;;;;;;;;;
1,35E+18;11/01/2021 13:44;(THREAD);;;;;;;;;
1,35E+18;11/01/2021 13:44;Belakangan kita disibukkan memilih vaksin apa yang paling baik. Atau siapa kelompok yang paling pantas diprioritask? https://t.co/swOGQYgWg3;;Validnews Indonesia;Jakarta Capital Region, Indone;Akun resmi https://t.co/55annBI0AZ;;;;;
1,35E+18;11/01/2021 13:52;Pemerintah berupaya keras mengantisipasi supaya virus corona varian baru tidak sampai ke Indonesia tercinta.? https://t.co/ubPHlHHH6Y;;Kaltim Official;;Informasi memggambarkan kepribadianmu, ingatanmu, keahlianmu.;16/12/2020 15:43;2;30;78;Twitter for Android
1,35E+18;11/01/2021 14:14;"Saksikan iNews Malam ""BPOM Keluarkan Izin Vaksin COVID-19"" sekarang, hanya di iNews!";;;;;;;;;
1,35E+18;11/01/2021 14:16;Harus berjalan efektif, pemerintah akan memulai program vaksinasi COVID-19 pada 13 Januari mendatang.? https://t.co/vWp0kXRUYZ;;newsmerahputih;Jakarta;Official Twitter https://t.co/vTTj2EEZOB Portal Berita Terkini, Portal Media Sosial, Portal Video Sosial.;;;;;
1,35E+18;11/01/2021 14:16;Jelang dua hari sebelum vaksinasi tahap pertama dilakukan, Badan POM akhirnya mengeluarkan izin Emergency use autho? https://t.co/FIDndjwfbZ;;GenPI.co;Indonesia;Download Apps Android: https://t.co/833QEXPjBE?amp=1;;;;;
1,35E+18;11/01/2021 14:29;BPOM akhirnya mengeluarkan izin edar vaksin Covid-19 Sinovac.;;;;;;;;;
1,35E+18;11/01/2021 14:48;Majelis Ulama Indonesia (MUI) mengeluarkan fatwa halal terhadap vaksin Covid-19 produksi Sinovac, Tiongkok, yang di? https://t.co/3wQ9xF4g1g;;Lampung Post (Official);Lampung, Indonesia;Adalah Twitter resmi Harian Umum Lampung Post. Berada dalam naungan PT Masa Kini Mandiri, penerbit Koran Lampung Post;09/02/2018 6:38;2571;4815;169;Twitter Web App
1,35E+18;11/01/2021 14:49;BPOM resmi mengeluarkan izin darurat atau emergency user authorization (UEA) untuk vaksin Covid-19 buatan Sinovac.? https://t.co/qzvBQmqBZD;;Lampung Post (Official);Lampung, Indonesia;Adalah Twitter resmi Harian Umum Lampung Post. Berada dalam naungan PT Masa Kini Mandiri, penerbit Koran Lampung Post;09/02/2018 6:38;2571;4815;169;Twitter Web App
1,35E+18;11/01/2021 14:58;Alasan Darurat, BPOM Setuju Penggunaan Vaksin Sinovac;;;;;;;;;
